CODUSU;ANO4;TRIMESTRE;NRO_HOGAR;REALIZADA;REGION;MAS_500;AGLOMERADO;PONDERA;IV1;IV1_ESP;IV2;IV3;IV3_ESP;IV4;IV5;IV6;IV7;IV7_ESP;IV8;IV9;IV10;IV11;IV12_1;IV12_2;IV12_3;II1;II2;II3;II3_1;II4_1;II4_2;II4_3;II5;II5_1;II6;II6_1;II7;II7_ESP;II8;II8_ESP;II9;V1;V2;V21;V22;V3;V4;V5;V6;V7;V8;V9;V10;V11;V12;V13;V14;V15;V16;V17;V18;V19_A;V19_B;IX_TOT;IX_MEN10;IX_MAYEQ10;ITF;DECIFR;IDECIFR;RDECIFR;GDECIFR;PDECIFR;ADECIFR;IPCF;DECCFR;IDECCFR;RDECCFR;GDECCFR;PDECCFR;ADECCFR;PONDIH;VII1_1;VII1_2;VII2_1;VII2_2;VII2_3;VII2_4;CONDICION_LABORAL;TIPO_HOGAR
TQRMNOPTSHKLLSCDEFJAH00868557;2024;3;1;1;43;N;3;477;1;;3;1;;3;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;1550000;8;9;8;;9;8;775000;9;9;9;;9;8;731;1;2;98;0;0;0;Desocupado;Nuclear
TQRMNOSWWHKLLSCDEFJAH00868558;2024;3;1;1;43;N;3;498;1;;1;1;;4;2;1;1;;1;1;1;2;2;2;2;1;1;2;0;1;1;2;2;0;2;0;4;;4;ELECTRICIDAD;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;800000;5;5;5;;5;5;800000;9;9;9;;9;9;459;1;0;98;0;0;0;Ocupado autónomo;Unipersonal
TQRMNOURWHLOLTCDEFJAH00803558;2024;3;1;1;43;N;3;429;1;;3;1;;2;1;1;1;;1;1;1;3;2;2;2;3;2;2;0;1;1;1;2;0;2;0;1;;1;;1;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;977000;6;6;6;;7;5;488500;7;7;7;;8;6;638;1;2;98;0;0;0;Desocupado;Nuclear
TQRMNOQRQHLMKNCDEIKAH00807965;2024;3;1;1;43;S;34;932;1;;4;1;;4;1;1;1;;1;1;1;1;2;2;2;4;2;2;0;1;2;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;3;1;2;800000;5;5;5;4;;4;266666,67;4;4;4;4;;3;370;1;0;2;3;0;0;Desocupado;Nuclear
TQRMNORXPHLMKNCDEIKAH00863072;2024;3;1;1;43;S;34;973;2;;2;1;;9;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;2;0;2;850000;5;6;5;5;;5;425000;6;7;6;6;;6;2083;2;0;98;0;0;0;Ocupado autónomo;Nuclear
TQRMNOQPRHKLKNCDEFJAH00868631;2024;3;1;1;43;N;3;277;1;;4;1;;4;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;1;1;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;2150000;9;10;10;;10;9;1075000;10;10;10;;10;10;484;2;0;1;0;0;0;Inactivo;Nuclear
TQRMNORVXHKLKNCDEFJAH00868632;2024;3;1;1;43;N;3;281;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;1;2;0;2;0;1;;1;;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;1;2;1;1;1;2;2;2;3;0;3;2760600;10;10;10;;10;10;920200;9;10;9;;10;9;709;2;0;98;0;0;0;Desocupado;Nuclear
TQRMNQYTSHMOKQCDEFJAH00851671;2024;3;1;1;43;N;3;238;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;4;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;0;12;12;12;;12;12;0;12;12;12;;12;12;0;2;0;98;0;0;0;Desocupado;Nuclear
TQRMNORQRHLMLLCDEGKDB00805055;2024;3;1;1;43;N;14;93;1;;3;2;;4;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;1;2;0;2;0;2;;2;;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;0;12;12;12;;12;12;0;12;12;12;;12;12;0;1;2;98;0;0;0;Desocupado;Nuclear
TQRMNOQVTHMLLNCDEGKDB00810177;2024;3;1;1;43;N;14;152;1;;4;1;;4;1;1;1;;1;1;1;1;2;2;2;4;1;2;0;1;1;1;2;0;2;0;6;;2;;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;820000;5;5;5;;6;6;410000;6;7;6;;7;7;366;2;0;1;0;0;0;Ocupado autónomo;Nuclear
TQRMNOPRYHKMLMCDEGKDB00868633;2024;3;1;1;43;N;14;111;1;;4;1;;4;1;1;1;;1;1;1;1;2;2;2;4;2;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;2;2;2;2;4;1;3;1600000;8;9;9;;9;9;400000;6;7;6;;7;7;294;2;1;98;0;0;0;Desocupado;Nuclear
TQRMNOTPSHJKKMCDEHJGH00863629;2024;3;1;1;40;S;23;409;1;;4;1;;3;2;1;1;;1;1;1;1;2;2;2;4;3;2;0;2;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;4;0;4;1110000;6;7;7;6;;7;277500;4;4;6;4;;6;405;2;0;3;4;0;0;Inactivo;Nuclear
TQRMNOPTQHMLKPCDEHJGH00810932;2024;3;1;1;40;S;23;228;2;;4;1;;9;1;1;1;;1;1;1;1;2;2;2;4;1;2;0;1;1;2;2;0;2;0;1;;1;;1;1;1;2;1;2;2;2;2;1;2;2;2;2;1;1;1;2;2;2;2;2;2;2;0;2;450000;2;3;3;2;;3;225000;3;3;4;3;;4;240;1;2;98;0;0;0;Ocupado autónomo;Nuclear
TQRMNORXTHKLKQCDEHJGH00868634;2024;3;1;1;40;S;23;274;1;;5;1;;2;1;1;1;;1;1;1;1;2;2;2;5;3;2;0;1;1;2;2;0;2;0;1;;1;;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;5;0;5;1350000;7;8;8;7;;8;270000;4;4;5;4;;5;285;1;2;98;0;0;0;Inactivo;Extendido
TQRMNOPUXHKMKTCDEOJAH00868635;2024;3;1;1;44;N;93;149;1;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;1;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;1;1;2;2;2;2;1;0;1;2350000;9;10;9;;10;10;2350000;10;10;10;;10;10;245;96;0;1;0;0;0;Ocupado autónomo;Unipersonal
TQRMNOPWWHJKLLCDEOJAH00862837;2024;3;1;1;44;N;93;134;1;;1;1;;4;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;1;;1;;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;0;12;12;12;;12;12;0;12;12;12;;12;12;0;1;0;98;0;0;0;Ocupado autónomo;Unipersonal
TQRMNOQXXHLLLOCDEHJGH00805928;2024;3;1;1;40;S;23;245;2;;4;1;;2;1;1;1;;1;1;1;1;2;2;2;4;1;2;0;1;2;2;2;0;2;0;6;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;500000;3;3;3;2;;3;500000;7;8;9;7;;9;260;1;0;98;0;0;0;Ocupado autónomo;Unipersonal
TQRMNOQSUHLMLPCDEHJGH00868636;2024;3;1;1;40;S;23;176;2;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;400000;2;2;2;2;;3;400000;6;6;8;6;;8;180;1;0;98;0;0;0;Ocupado autónomo;Unipersonal
TQRMNOPTUHJNLTCDEHJGH00862712;2024;3;1;1;40;S;23;267;1;;7;1;;2;1;1;1;;1;1;1;1;2;2;2;7;2;2;0;1;2;1;2;0;2;0;1;;1;;1;1;1;2;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;3;0;3;760000;4;5;5;4;;5;253333,33;4;4;5;4;;5;281;1;0;98;0;0;0;Desocupado;Nuclear
TQRMNOQSRHLLKMCDEHMHF00806241;2024;3;1;1;42;N;26;205;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;3;1;2;778000;4;5;5;;5;5;259333,33;4;4;4;;4;4;251;1;2;98;0;0;0;Desocupado;Nuclear
TQRMNORSUHKMKMCDEHMHF00868637;2024;3;1;1;42;N;26;148;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;1;2;0;2;0;1;;1;;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;544000;3;3;3;;4;3;544000;8;8;8;;8;9;165;1;0;98;0;0;0;Desocupado;Unipersonal
TQRMNOPQXHKMKNCDEHMHF00868638;2024;3;1;1;42;N;26;131;1;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;4;1;1;1;1;2;1;2;0;2;0;1;;1;;1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1050000;6;7;7;;7;7;525000;7;8;8;;8;9;158;2;0;1;0;0;0;Ocupado autónomo;Nuclear
TQRMNOPVRHLNKNCDEHMHF00806247;2024;3;1;1;42;N;26;110;1;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;3;0;3;1440000;8;8;8;;8;9;480000;7;7;8;;8;8;154;1;2;3;0;0;0;Desocupado;Nuclear
TQRMNOPVQHJNOLCDEIIAD00863003;2024;3;1;1;1;S;32;2497;2;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;2;2;2;0;0;0;0;2;;2;;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;0;2;1245000;7;;7;7;;5;622500;8;;8;8;;5;3287;1;0;2;0;0;0;Desocupado;Nuclear
TQRMNOSUSHJNOLCDEIIAD00863004;2024;3;1;1;1;S;32;1364;2;;3;1;;9;1;1;1;;1;1;1;1;2;2;2;3;1;1;1;1;1;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;0;12;;12;12;;12;0;12;;12;12;;12;0;2;0;98;0;0;0;Ocupado autónomo;Nuclear
TQRMNORRQHJMOMCDEIIAD00863006;2024;3;1;1;1;S;32;2641;2;;4;1;;2;1;1;1;;1;1;1;1;2;2;2;4;3;1;1;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;5;0;5;5680000;10;;10;10;;10;1136000;10;;10;10;;8;5726;2;0;98;0;0;0;Inactivo;Extendido
TQRMNOPRXHLOOOCDEIIAD00868639;2024;3;1;1;1;S;32;2213;2;;3;1;;9;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;0;12;;12;12;;12;0;12;;12;12;;12;0;2;0;1;0;0;0;Desocupado;Nuclear
TQRMNORVQHJOLQCDEGLDF00863181;2024;3;1;1;41;N;15;226;2;;2;1;;2;2;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;1;2;2;0;2;0;3;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;2;2100000;9;10;10;;10;10;700000;8;9;10;;9;10;219;1;0;98;0;0;0;Desocupado;Nuclear
TQRMNORVRHJOLQCDEGLDF00863182;2024;3;1;1;41;N;15;276;2;;2;1;;2;2;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;1;2;2;0;2;0;3;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;2;800000;5;5;7;;6;7;266666,67;4;4;6;;5;6;308;2;0;98;0;0;0;Desocupado;Nuclear
TQRMNOQPXHJOKMCDEGPDJ00863184;2024;3;1;1;40;N;19;67;1;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;3;2;0;1;1;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;534000;3;3;3;;3;3;178000;2;2;3;;3;3;67;1;0;3;0;0;0;Inactivo;Nuclear
TQRMNOPXUHJOLQCDEHLEH00862602;2024;3;2;1;40;N;25;201;1;;4;1;;2;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;1;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;5;1;4;698000;4;4;5;;5;6;139600;2;2;2;;2;2;224;1;0;2;3;0;0;Desocupado;Extendido
TQRMNOSXYHMOLPCDEHLEH00811178;2024;3;1;1;40;N;25;227;1;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;3;2;0;2;2;2;0;0;0;0;1;;2;;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;5;1;4;615000;3;4;4;;4;5;123000;1;2;2;;2;2;250;1;0;98;0;0;0;Inactivo;Extendido
TQRMNOVQXHMKLQCDEHLEH00854033;2024;3;1;1;40;N;25;256;2;;1;2;;2;2;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;3;;4;ELECTRICO;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;280000;1;1;1;;1;1;280000;4;4;6;;5;7;305;1;0;98;0;0;0;Ocupado autónomo;Unipersonal
TQRMNOPVYHLMLQCDEHLEH00806087;2024;3;1;1;40;N;25;253;1;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;0;12;12;12;;12;12;0;12;12;12;;12;12;0;96;0;1;0;0;0;Ocupado autónomo;Unipersonal
TQRMNOPWQHLMLQCDEHLEH00806114;2024;3;1;1;40;N;25;296;1;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;1;3;840000;5;5;6;;6;7;210000;3;3;4;;3;5;435;1;4;98;0;0;0;Desocupado;Nuclear
TQRMNOVTSHLMLQCDEHLEH00811168;2024;3;1;1;40;N;25;163;2;;1;1;;1;2;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;1;2;2;0;2;0;3;;4;ELECTRICO;1;1;2;2;2;2;2;2;2;1;2;2;2;1;1;2;2;2;1;2;2;2;2;2;0;2;272000;1;1;1;;1;1;136000;2;2;2;;2;2;155;2;1;98;0;0;0;Ocupado autónomo;Nuclear
TQRMNOPQXHKMKMCDEHLEH00868720;2024;3;1;1;40;N;25;237;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;1280000;7;8;8;;8;9;426666,67;6;7;8;;7;10;313;1;2;98;0;0;0;Desocupado;Nuclear
TQRMNOQXUHKKKMCDEHLEH00868721;2024;3;1;1;40;N;25;183;1;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;1;1;2;0;2;0;1;;2;;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;1;3;950000;6;6;7;;6;8;237500;3;4;5;;4;6;252;2;0;3;1;0;0;Desocupado;Nuclear
TQRMNORSXHKKKMCDEGGFB00868722;2024;3;1;1;42;S;10;619;2;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;4;1;2;0;1;1;2;2;0;2;0;1;;1;;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;1;0;1;618000;3;4;4;3;;4;618000;8;8;9;8;;9;870;1;0;98;0;0;0;Ocupado autónomo;Unipersonal
TQRMNOQRRHMKKMCDEGGFB00809742;2024;3;1;1;42;S;10;548;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;2;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;1;2;2;2;1;0;1;400000;2;2;2;2;;2;400000;6;6;7;6;;7;770;1;0;98;0;0;0;Ocupado autónomo;Unipersonal
TQRMNORUVHKOLPCDEHIBB00868723;2024;3;1;1;40;N;22;157;1;;3;1;;3;1;1;1;;1;1;1;1;2;2;2;3;3;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;5;0;5;1000000;6;6;7;;7;7;200000;3;3;4;;3;4;158;1;2;98;0;0;0;Inactivo;Extendido
TQRMNOQTRHMMLNCDEHIBB00868724;2024;3;1;1;40;N;22;85;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;1;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;1028500;6;7;7;;7;7;1028500;10;10;10;;10;10;90;1;0;98;0;0;0;Ocupado autónomo;Unipersonal
TQRMNOSQVHLMLOCDEHIBB00863076;2024;3;1;1;40;N;22;121;1;;1;1;;2;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;1;1;1;1;2;0;2;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;0;12;12;12;;12;12;0;12;12;12;;12;12;0;1;0;98;0;0;0;Ocupado autónomo;Unipersonal
TQRMNOSWVHMMLOCDEHIBB00810883;2024;3;1;1;40;N;22;171;1;;3;2;;2;2;1;1;;1;1;1;2;2;2;2;3;3;2;0;1;2;2;2;0;2;0;1;;2;;1;1;1;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;5;0;5;320000;1;2;2;;2;2;64000;1;1;1;;1;1;198;2;0;3;0;0;0;Inactivo;Extendido
TQRMNOXYRHJMLPCDEHIBB00863077;2024;3;1;1;40;N;22;95;1;;1;1;;1;1;1;1;;1;1;1;2;2;2;2;1;1;2;0;1;2;2;2;0;2;0;4;;2;;1;2;2;2;2;2;2;1;2;1;2;2;2;2;1;2;2;2;1;2;2;2;2;3;2;1;271000;1;1;1;;1;2;90333,33;1;1;1;;1;1;99;1;0;98;0;0;0;Ocupado autónomo;Nuclear
TQRMNOPQSHMOLPCDEHIBB00810884;2024;3;1;1;40;N;22;168;1;;4;1;;1;1;1;1;;1;1;1;2;2;2;2;4;4;2;0;1;2;1;2;0;2;0;1;;2;;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;6;0;6;2760000;10;10;10;;10;10;460000;7;7;8;;7;9;175;2;0;6;0;0;0;Fuera de categoría/sin información;Extendido
TQRMNOTQYHMLKNCDEFOCD00809496;2024;3;1;1;41;N;8;518;2;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;1;1;2;0;2;0;3;;4;electrico;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;1;3;530000;3;3;5;;3;6;132500;2;2;3;;2;4;987;2;0;98;0;0;0;Desocupado;Nuclear
TQRMNOQSRHMOKOCDEFOCD00809499;2024;3;1;1;41;N;8;406;1;;3;1;;4;1;1;1;;1;1;1;2;2;2;2;3;3;2;0;1;2;2;2;0;2;0;1;;2;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;300000;1;1;2;;2;3;300000;4;5;7;;5;8;433;97;0;98;0;0;0;Inactivo;Unipersonal
TQRMNOPTTHLOKNCDEFOCD00804315;2024;3;1;1;41;N;8;399;1;;3;1;;4;1;1;1;;1;1;2;1;2;2;2;3;2;2;0;1;1;1;2;0;2;0;1;;2;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;0;12;12;12;;12;12;0;12;12;12;;12;12;0;2;0;98;0;0;0;Desocupado;Nuclear
TQRMNOUWUHMONQCDEIIAD00868802;2024;3;1;1;1;S;32;1861;2;;1;1;;2;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;1;;4;electricidad;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;6500000;10;;10;10;;10;3250000;10;;10;10;;10;3624;2;0;98;0;0;0;Ocupado autónomo;Nuclear
TQRMNORUQHLLKOCDEIJAH00807525;2024;3;1;1;1;S;33;3291;1;;3;1;;3;1;1;2;;1;1;1;2;2;2;2;3;2;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;2;2;2;4;1;3;1050000;6;;6;6;;6;262500;4;;4;4;;4;4234;1;2;98;0;0;0;Desocupado;Nuclear
TQRMNOQSXHJKKQCDEIJAH00864009;2024;3;1;1;1;S;33;1285;2;;4;1;;2;1;1;1;;1;1;1;1;2;2;2;4;1;1;1;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;1;2;2;2;2;2;0;2;2150000;9;;9;9;;9;1075000;10;;9;10;;10;2557;1;2;98;0;0;0;Ocupado autónomo;Nuclear
TQRMNOQVRHJKKQCDEIJAH00863058;2024;3;1;1;1;S;33;1334;2;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;4;0;4;1200000;7;;6;7;;7;300000;4;;4;4;;5;1995;1;2;98;0;0;0;Inactivo;Nuclear
TQRMNOSSUHMOKQCDEIJAH00812412;2024;3;1;1;1;S;33;2498;1;;1;3;;1;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;2;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;350000;2;;1;1;;2;350000;5;;5;5;;6;3054;1;0;98;0;0;0;Ocupado autónomo;Unipersonal
TQRMNOPUYHJMKRCDEIJAH00868803;2024;3;1;1;1;S;33;1529;1;;3;1;;3;1;1;1;;1;1;1;1;2;1;2;3;1;2;0;1;1;1;2;0;2;0;1;;1;;1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;785653;5;;4;4;;4;392826,5;6;;6;6;;6;2379;1;2;98;0;0;0;Ocupado autónomo;Nuclear
TQRMNORSVHJLKSCDEIJAH00862946;2024;3;1;1;1;S;33;1744;2;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;1;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;630000;4;;3;3;;4;315000;5;;5;5;;5;2982;1;0;98;0;0;0;Ocupado autónomo;Nuclear
TQRMNOPRXHJOLOCDEFPCH00862907;2024;3;1;1;44;N;9;95;1;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;1;0;1;200000;1;1;1;;1;1;200000;3;3;2;;3;2;112;1;0;98;0;0;0;Ocupado autónomo;Unipersonal
TQRMNOQPWHJOLPCDEFPCH00862908;2024;3;1;1;44;N;9;320;2;;3;1;;9;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;1000000;6;6;5;;7;4;250000;4;4;3;;4;3;672;1;0;98;0;0;0;Desocupado;Nuclear
TQRMNOPTPHMOLQCDEFPCH00809586;2024;3;1;1;44;N;9;310;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;1150000;7;7;6;;7;5;383333,33;6;6;5;;7;5;499;2;0;1;3;0;0;Desocupado;Nuclear
TQRMNOQWUHJOLQCDEFPCH00862909;2024;3;1;1;44;N;9;411;1;;2;1;;2;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;5;0;5;1700000;8;9;8;;9;7;340000;5;6;4;;6;4;535;1;2;3;0;0;0;Desocupado;Extendido
TQRMNORTYHMOTSCDEIJAH00812755;2024;3;1;1;1;S;33;1260;1;;4;2;;4;2;1;1;;1;1;1;1;2;1;2;4;3;2;0;1;2;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;1;1;1;2;2;2;2;2;2;1;2;1;1;2;2;2;6;1;5;435800;2;;2;2;;2;72633,33;1;;1;1;;1;1754;1;2;3;4;0;0;Inactivo;Extendido
TQRMNOPRRHMMTTCDEIJAH00855339;2024;3;1;1;1;S;33;1851;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;1;1;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;1;0;1;800000;5;;4;5;;5;800000;9;;9;9;;9;2151;1;0;98;0;0;0;Ocupado autónomo;Unipersonal
TQRMNOSQUHMMTTCDEIJAH00812756;2024;3;1;1;1;S;33;1936;1;;3;2;;2;1;1;1;;1;1;1;1;2;2;2;3;3;2;0;1;1;2;2;0;2;0;1;;1;;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;8;1;7;0;12;;12;12;;12;0;12;;12;12;;12;0;1;2;98;0;0;0;Inactivo;Extendido
TQRMNOUVVHKKSUCDEIJAH00868804;2024;3;1;1;1;S;33;3277;1;;5;1;;3;1;1;1;;1;1;1;1;2;2;2;5;4;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;5;1;4;0;12;;12;12;;12;0;12;;12;12;;12;0;1;2;96;0;0;0;Fuera de categoría/sin información;Extendido
